,geonameid,name,population,latitude,longitude,feature_code,modification_date,admin1_code,admin2_code,admin3_code,admin4_code,belongs_to_metrocity,belongs_to_metrocity_id,metrocity_impact,metrocity_population,is_metrocity,metrocity_radius
47497,3103717,Będzino,544,54.21,15.99086,PPL,2010-09-07,87,3209,320901,,,,0.0,544,0,
47044,3103261,Błaszki,2132,51.65163,18.43472,PPLA3,2010-10-15,74,1014,101402,,Łódź,3093133,0.27504204440298574,2132,0,
22804,775866,Błażowa,2129,49.88521,22.10037,PPLA3,2012-10-01,80,1816,181602,,,,0.0,2129,0,
22760,775821,Błonie,214,52.17467,23.33689,PPL,2010-09-19,75,0601,060105,,,,0.0,214,0,
22762,775823,Błonie,322,50.5913,21.61165,PPL,2010-09-19,84,2609,260904,,,,0.0,322,0,
22764,775825,Błonie,653,50.21349,21.48402,PPL,2010-09-19,80,1811,181107,,,,0.0,653,0,
22765,775826,Błonie,576,49.95199,20.90321,PPL,2010-09-19,77,1216,121609,,Kraków,3094802,0.3224266320110367,576,0,
46994,3103211,Błonie,550,52.07666,19.13621,PPL,2010-09-19,74,1004,100405,,Łódź,3093133,0.2946934381802772,550,0,
46995,3103212,Błonie,27,50.94853,19.82311,PPL,2010-09-19,74,1012,101213,,Kraków,3094802,0.24946236359614885,27,0,
22759,775820,Błonie,12195,52.19849,20.61709,PPLA3,2010-09-19,78,1432,143201,,Warszawa,6695624,0.5753840020424361,12195,0,
47050,3103267,Błądzikowo,188,54.69824,18.4306,PPL,2010-10-21,82,2211,221107,,,,0.0,188,0,
22798,775860,Błędów,1098,51.77767,20.69798,PPL,2010-09-28,78,1406,140602,,Warszawa,6695624,0.34629950833593826,1098,0,
45709,3101919,Cedry Wielkie,1007,54.24707,18.84567,PPL,2010-09-13,82,2204,220402,,,,0.0,1007,0,
45708,3101918,Cedynia,1622,52.87931,14.20249,PPLA3,2010-10-16,87,3206,320602,,,,0.0,1622,0,
49103,6941564,Cegłów,192,52.16267,20.52452,PPL,2010-10-15,78,1405,140503,,Warszawa,6695624,0.5045566969969366,192,0,
21597,774649,Cegłów,2846,52.14782,21.73739,PPLA3,2010-10-15,78,1412,141204,,Warszawa,6695624,0.4004680226331557,2846,0,
45692,3101902,Cekcyn,1710,53.57294,18.01123,PPLA3,2010-09-16,73,0416,041601,,,,0.0,1710,0,
45689,3101899,Ceków,235,51.89223,18.29799,PPL,2010-09-09,86,3007,300703,,Łódź,3093133,0.28477850837910157,235,0,
52320,7534561,Ceków-Kolonia,402,51.89127,18.28022,PPL,2010-09-09,86,3007,300703,,Łódź,3093133,0.27963847295530603,402,0,
21589,774641,Celestynów,4007,52.06093,21.39107,PPLA3,2011-07-31,78,1417,141703,,Warszawa,6695624,0.5593315732968278,4007,0,
21576,774628,Ceranów,810,52.63082,22.22826,PPLA3,2010-09-19,78,1429,142903,,Warszawa,6695624,0.27431677187884806,810,0,
21574,774626,Cerekiew,441,51.40724,21.05392,PPL,2010-09-25,78,1425,142513,,Warszawa,6695624,0.27260886601018997,441,0,
21575,774627,Cerekiew,382,50.08683,20.49894,PPL,2010-09-25,77,1201,120102,,Kraków,3094802,0.29910890396666845,382,0,
45669,3101879,Cerkwica,1261,54.00777,15.10903,PPL,2010-10-21,87,3205,320503,,,,0.0,1261,0,
45667,3101877,Cesarzowice,415,51.10589,16.56738,PPL,2010-10-21,72,0218,021804,,Wrocław,3081368,0.3383250493147248,415,0,
45659,3101869,Cewice,1687,54.43551,17.73485,PPL,2010-09-12,82,2208,220803,,,,0.0,1687,0,
45646,3101856,Chałupki,1697,49.92559,18.3173,PPL,2010-09-06,83,2411,241104,,,,0.0,1697,0,
21506,774558,Chełm,63949,51.14312,23.4716,PPL,2021-11-19,75,0662,066201,,,,0.0,63949,0,
45579,3101788,Chełm Śląski,5646,50.10825,19.19552,PPLA3,2010-09-20,83,2414,241405,,Kraków,3094802,0.4242944321711723,5646,0,
45602,3101811,Chełmek,218,54.27319,19.18093,PPL,2010-09-09,82,2210,221004,,,,0.0,218,0,
52314,7534554,Chełmek,414,51.87925,15.88271,PPL,2014-03-26,76,0804,080405,,Poznań,3088171,0.2521109440060744,414,0,
45603,3101812,Chełmek,9059,50.10163,19.24801,PPLA3,2011-07-31,77,1213,121303,,Kraków,3094802,0.4510855479015194,9059,0,
21502,774554,Chełmiec,2657,49.63051,20.66425,PPL,2010-09-11,77,1210,121002,,Kraków,3094802,0.31882318989662684,2657,0,
45586,3101795,Chełmno,20576,53.34855,18.4251,PPL,2019-09-05,73,0404,040401,,,,0.0,20576,0,
49442,7521312,Chełmno nad Nerem,350,52.11283,18.75126,PPL,2010-10-30,86,3009,300904,,Łódź,3093133,0.3304028770351281,350,0,
45581,3101790,Chełmsko,479,52.58084,15.56291,PPL,2010-10-16,76,0803,080303,,Poznań,3088171,0.2488907141653835,479,0,
45578,3101787,Chełmża,15403,53.18463,18.60466,PPLA3,2010-09-16,73,0415,041501,,,,0.0,15403,0,
21483,774535,Chlewiska,1089,51.24376,20.76871,PPLA3,2010-09-19,78,1430,143001,,,,0.0,1089,0,
21444,774496,Chmielew,272,51.81817,21.34764,PPL,2010-10-30,78,1407,140706,,Warszawa,6695624,0.3819811383866517,272,0,
21455,774507,Chmielewo Wielkie,164,53.20603,20.5719,PPL,2010-11-03,78,1413,141309,,,,0.0,164,0,
21451,774503,Chmielnik,290,51.20097,22.19075,PPL,2010-10-12,75,0609,060901,,,,0.0,290,0,
21452,774504,Chmielnik,3926,50.6144,20.75206,PPLA3,2010-10-01,84,2604,260404,,Kraków,3094802,0.25599837177056495,3926,0,
21453,774505,Chmielnik,3466,49.97386,22.14535,PPLA3,2010-10-12,80,1816,181604,,,,0.0,3466,0,
45526,3101735,Chmielno,358,53.92501,16.49022,PPL,2010-09-13,87,3209,320903,,,,0.0,358,0,
45527,3101736,Chmielno,375,51.14129,15.61089,PPL,2010-09-13,72,0212,021203,,,,0.0,375,0,
45525,3101734,Chmielno,1580,54.32543,18.0986,PPLA3,2010-10-19,82,2205,220501,,,,0.0,1580,0,
45431,3101639,Chmielowice,1500,50.64957,17.86669,PPL,2010-10-21,79,1609,160904,,Wrocław,3081368,0.30013955289047334,1500,0,
45517,3101726,Choceń,980,52.48618,19.01339,PPLA3,2010-09-16,73,0418,041805,,Łódź,3093133,0.2693816090641768,980,0,
45513,3101722,Chocianów,8187,51.41867,15.90172,PPL,2010-09-10,72,0216,021601,,Wrocław,3081368,0.2592986090316615,8187,0,
45488,3101697,Chociwel,3266,53.46696,15.33342,PPLA3,2010-09-22,87,3214,321402,,,,0.0,3266,0,
45486,3101695,Chocz,1700,51.97642,17.86995,PPLA3,2010-10-16,86,3020,302001,,Poznań,3088171,0.27629360491935856,1700,0,
45484,3101693,Choczewo,1310,54.73993,17.89175,PPL,2010-09-14,82,2215,221504,,,,0.0,1310,0,
45482,3101691,Chocznia,5510,49.87417,19.45438,PPL,2010-10-17,77,1218,121809,,Kraków,3094802,0.2986180294172275,5510,0,
45480,3101689,Chodecz,1902,52.40513,19.02759,PPLA3,2014-06-27,73,0418,041806,,Łódź,3093133,0.255968188970103,1902,0,
21420,774472,Chodel,1500,51.11177,22.13269,PPLA3,2010-10-16,75,0612,061201,,,,0.0,1500,0,
45471,3101680,Chodzież,19776,52.99505,16.9198,PPLA3,2019-09-05,86,3001,300101,,Poznań,3088171,0.2506302402584859,19776,0,
45475,3101684,Chodów,830,52.24961,19.01218,PPLA3,2010-10-14,86,3009,300903,,Łódź,3093133,0.3335363671590945,830,0,
45465,3101674,Chojna,241,52.99986,17.28064,PPL,2010-10-16,86,3028,302803,,Poznań,3088171,0.3242059069575769,241,0,
45467,3101676,Chojna,32,52.02113,14.9051,PPL,2010-10-16,76,0802,080206,,,,0.0,32,0,
45466,3101675,Chojna,7398,52.96389,14.42797,PPLA3,2010-10-16,87,3206,320603,,,,0.0,7398,0,
45463,3101672,Chojnice,39407,53.69554,17.55701,PPL,2019-01-29,82,2202,220201,,,,0.0,39407,0,
45458,3101667,Chojno,867,51.62569,17.00898,PPL,2015-09-05,86,3022,302204,,Wrocław,3081368,0.296128769861256,867,0,
21379,774431,Chojnów,240,52.03502,21.07332,PPL,2010-09-09,78,1418,141804,,Warszawa,6695624,0.6548260574789707,240,0,
45452,3101660,Chojnów,14209,51.27373,15.93661,PPLA3,2015-09-01,72,0209,020902,,Wrocław,3081368,0.29159461672175335,14209,0,
45443,3101651,Cholerzyn,940,50.05945,19.76406,PPL,2010-10-17,77,1206,120607,,Kraków,3094802,0.6910677560537304,940,0,
21367,774419,Cholewiana Góra,884,50.34995,22.07514,PPL,2010-10-17,80,1812,181203,,,,0.0,884,0,
45437,3101645,Chomętowo,256,54.03706,15.17384,PPL,2010-10-12,87,3205,320508,,,,0.0,256,0,
45438,3101646,Chomętowo,289,53.20855,15.80332,PPL,2010-10-12,87,3202,320203,,,,0.0,289,0,
45439,3101647,Chomętowo,270,52.93441,17.77193,PPL,2010-10-12,73,0410,041005,,Poznań,3088171,0.2690656358137291,270,0,
45440,3101648,Chomętowo,191,52.5644,19.82964,PPL,2010-10-12,78,1419,141910,,Warszawa,6695624,0.28075956215872394,191,0,
52492,7535418,Chomętowo,185,52.95257,15.66539,PPL,2010-10-12,76,0806,080601,,,,0.0,185,0,
21344,774396,Chorkówka,784,49.64668,21.67156,PPLA3,2010-09-25,80,1807,180701,,,,0.0,784,0,
21341,774393,Choroszcz,5449,53.14332,22.98889,PPLA3,2014-06-26,81,2002,200201,,,,0.0,5449,0,
45427,3101635,Choroń,1221,50.68178,19.26058,PPL,2010-09-06,83,2409,240904,,Kraków,3094802,0.2578087773091058,1221,0,
21336,774388,Chorzele,115,52.91708,22.28422,PPL,2010-09-19,81,2014,201405,,,,0.0,115,0,
21335,774387,Chorzele,2807,53.26075,20.89728,PPLA3,2014-06-27,78,1422,142202,,,,0.0,2807,0,
45411,3101619,Chorzów,113430,50.30582,18.9742,PPLA3,2019-09-05,83,2463,246301,,Kraków,3094802,0.3043731326433835,113430,0,
45405,3101613,Choszczno,15733,53.16905,15.42054,PPLA3,2019-09-05,87,3202,320202,,,,0.0,15733,0,
52528,7535495,Chotcza,270,51.24043,21.77662,PPLA3,2010-09-17,78,1409,140901,,,,0.0,270,0,
21306,774357,Chotylub,530,50.23798,23.22664,PPL,2010-10-23,80,1809,180902,,,,0.0,530,0,
45375,3101583,Chrosna,485,50.08017,19.7226,PPL,2010-10-21,77,1206,120607,,Kraków,3094802,0.629774888001764,485,0,
45369,3101577,Chrostkowo,314,52.94378,19.25328,PPLA3,2010-09-15,73,0408,040803,,,,0.0,314,0,
45379,3101587,Chrościna,1585,50.66578,17.81759,PPL,2010-10-21,79,1609,160902,,Wrocław,3081368,0.3184632622076997,1585,0,
45345,3101553,Chruszczobród,1648,50.4147,19.32718,PPL,2010-09-06,83,2416,241605,,Kraków,3094802,0.3891131729056743,1648,0,
21254,774305,Chrzanów,241,50.40212,20.9965,PPL,2010-09-09,84,2601,260104,,Kraków,3094802,0.25627439391906065,241,0,
45339,3101547,Chrzanów,39973,50.13546,19.40203,PPL,2012-10-01,77,1203,120303,,Kraków,3094802,0.31030348530603197,39973,0,
21253,774304,Chrzanów,3506,50.77256,22.60351,PPLA3,2010-10-14,75,0605,060502,,,,0.0,3506,0,
45305,3101513,Chrzypsko Wielkie,920,52.62817,16.22852,PPLA3,2010-10-16,86,3014,301401,,Poznań,3088171,0.3226854148502274,920,0,
45323,3101531,Chrząstowice,1200,50.66622,18.07294,PPL,2010-09-12,79,1609,160901,,Wrocław,3081368,0.2549168750161957,1200,0,
45322,3101530,Chrząstowo,420,52.06642,17.12889,PPL,2010-10-19,86,3026,302603,,Poznań,3088171,0.4270549234118913,420,0,
45384,3101592,Chróścice,3000,50.78076,17.81227,PPL,2010-09-20,79,1609,160903,,Wrocław,3081368,0.25797764242096083,3000,0,
45378,3101586,Chróścina,627,51.74393,16.54009,PPL,2010-10-20,72,0204,020401,,Wrocław,3081368,0.2892720387259121,627,0,
52889,7576332,Chróścina,1736,50.62306,17.36861,PPL,2013-10-30,79,1607,160709,,Wrocław,3081368,0.2989708412660467,1736,0,
45263,3101471,Chwaszczyno,2678,54.44379,18.41875,PPL,2010-10-21,82,2205,220508,,,,0.0,2678,0,
21214,774265,Chwałowice,1100,50.76665,21.88683,PPL,2010-10-19,80,1818,181804,,,,0.0,1100,0,
52793,7536013,Chwałowice,225,51.04517,17.38329,PPL,2010-10-19,72,0215,021503,,Wrocław,3081368,0.4320248094850226,225,0,
45259,3101467,Chybie,3775,49.90249,18.82756,PPL,2010-09-06,83,2403,240305,,Kraków,3094802,0.26955854030761905,3775,0,
21202,774253,Chylice,858,52.07845,21.06251,PPL,2010-10-30,78,1418,141804,,Warszawa,6695624,0.7180629881225714,858,0,
21200,774251,Chyliczki,672,52.08518,21.07002,PPL,2010-10-30,78,1418,141804,,Warszawa,6695624,0.7275635696729841,672,0,
21192,774243,Chynów,400,51.90425,21.08208,PPLA3,2011-07-31,78,1406,140603,,Warszawa,6695624,0.4974233950682035,400,0,
45245,3101453,Chyżne,1069,49.42672,19.66956,PPL,2010-10-30,77,1211,121105,,Kraków,3094802,0.3072155587194199,1069,0,
45620,3101829,Chąśno,287,52.19535,19.94259,PPLA3,2010-10-16,74,1005,100503,,Łódź,3093133,0.36336434303100873,287,0,
21519,774571,Chęciny,429,51.86875,21.74606,PPL,2010-10-12,78,1403,140305,,Warszawa,6695624,0.3033069069906554,429,0,
45611,3101820,Chęciny,34,51.90668,14.83841,PPL,2010-10-12,76,0802,080205,,,,0.0,34,0,
21520,774572,Chęciny,4252,50.80021,20.46229,PPLA3,2010-10-12,84,2604,260403,,Kraków,3094802,0.2821366207737821,4252,0,
45569,3101778,Chłapowo,1069,54.80365,18.37352,PPL,2010-10-21,82,2211,221104,,,,0.0,1069,0,
21478,774530,Chłopice,941,49.94873,22.67475,PPL,2010-09-12,80,1804,180403,,,,0.0,941,0,
45238,3101446,Ciasna,1722,50.75427,18.60835,PPL,2010-09-06,83,2407,240703,,,,0.0,1722,0,
21176,774227,Cichawa,564,49.95111,20.26746,PPL,2010-11-03,77,1219,121902,,Kraków,3094802,0.44970356712659443,564,0,
21157,774207,Ciechanowiec,4946,52.67828,22.49815,PPL,2010-09-10,81,2013,201302,,,,0.0,4946,0,
21158,774208,Ciechanów,46438,52.88141,20.61996,PPLA2,2017-09-04,78,1402,140201,,Warszawa,6695624,0.3360095896961954,46438,0,
45220,3101428,Ciechocin,776,53.05581,18.92635,PPLA3,2010-09-14,73,0405,040502,,,,0.0,776,0,
45218,3101426,Ciechocinek,10832,52.87908,18.79505,PPLA3,2017-08-29,73,0401,040102,,,,0.0,10832,0,
45212,3101420,Ciechów,1500,51.13218,16.56773,PPL,2010-10-21,72,0218,021804,,Wrocław,3081368,0.33657052585685515,1500,0,
43187,3099378,Cielmice,1200,50.08826,19.01896,PPL,2010-10-20,83,2477,247701,,Kraków,3094802,0.34722098028478665,1200,0,
21136,774186,Cielądz,1000,51.71576,20.34428,PPLA3,2010-10-01,74,1013,101303,,Warszawa,6695624,0.3470750384464985,1000,0,
45194,3101401,Cielętniki,550,51.29762,17.20833,PPL,2015-09-05,72,0220,022005,,Wrocław,3081368,0.4330165198626617,550,0,
45182,3101389,Ciemnik,151,53.39827,15.57252,PPL,2010-09-07,87,3214,321405,,,,0.0,151,0,
45166,3101373,Ciepielowice,403,50.69983,17.75013,PPL,2010-10-21,79,1609,160902,,Wrocław,3081368,0.24732546984801396,403,0,
45168,3101375,Ciepielów,169,51.76293,15.67861,PPL,2010-09-17,76,0804,080405,,,,0.0,169,0,
21108,774158,Ciepielów,770,51.24838,21.57475,PPLA3,2022-12-26,78,1409,140902,,,,0.0,770,0,
45162,3101369,Cieplewo,710,54.23423,18.65238,PPL,2010-10-21,82,2204,220404,,,,0.0,710,0,
45160,3101367,Cieplice Śląskie Zdrój,15000,50.86545,15.68367,PPL,2013-11-23,72,0261,026101,,,,0.0,15000,0,
45158,3101365,Ciepłowody,1200,50.67477,16.90871,PPL,2010-09-12,72,0224,022402,,Wrocław,3081368,0.36763617362869777,1200,0,
21080,774129,Cieszacin Wielki,810,49.99406,22.5939,PPL,2010-10-13,80,1804,180406,,,,0.0,810,0,
21079,774128,Cieszanów,1935,50.24564,23.13163,PPLA3,2012-10-01,80,1809,180902,,,,0.0,1935,0,
45123,3101330,Cieszków,1800,51.63104,17.35726,PPL,2010-09-13,72,0213,021301,,Wrocław,3081368,0.26849301019276245,1800,0,
45114,3101321,Cieszyn,35586,49.75133,18.63213,PPLA3,2019-09-05,83,2403,240301,,Kraków,3094802,0.24734076323764334,35586,0,
45101,3101308,Cigacice,750,52.0365,15.6132,PPL,2010-10-30,76,0809,080906,,,,0.0,750,0,
45087,3101294,Cisek,1485,50.28232,18.19988,PPLA3,2010-09-25,79,1603,160303,,,,0.0,1485,0,
45082,3101289,Cisiec,3296,49.59213,19.1054,PPL,2010-09-06,83,2417,241715,,Kraków,3094802,0.27843957107947415,3296,0,
21041,774090,Cisna,460,49.21328,22.32795,PPLA3,2012-10-01,80,1821,182102,,,,0.0,460,0,
45070,3101277,Cisownica,1705,49.72276,18.76207,PPL,2018-06-24,83,2403,240307,,Kraków,3094802,0.27439057319072574,1705,0,
45243,3101451,Ciągowice,616,50.44707,19.36443,PPL,2010-10-30,83,2416,241605,,Kraków,3094802,0.3852881446366456,616,0,
45207,3101415,Cięcina,4373,49.6022,19.14102,PPL,2010-09-06,83,2417,241715,,Kraków,3094802,0.2906507893226501,4373,0,
21067,774116,Ciężkowice,2395,49.78575,20.97324,PPLA3,2012-10-01,77,1216,121601,,Kraków,3094802,0.27371307280692264,2395,0,
21009,774058,Cmolas,4000,50.29526,21.74417,PPLA3,2010-10-13,80,1806,180601,,,,0.0,4000,0,
45049,3101255,Cybinka,2655,52.19446,14.79567,PPLA3,2010-10-16,76,0805,080501,,,,0.0,2655,0,
45046,3101252,Cychry,993,52.69319,14.70494,PPL,2010-11-21,87,3210,321003,,,,0.0,993,0,
20981,774030,Cyców,1200,51.29928,23.14124,PPLA3,2010-10-16,75,0610,061001,,,,0.0,1200,0,
32146,3088271,Cynków,1198,50.56203,19.11956,PPL,2010-09-07,83,2409,240902,,Kraków,3094802,0.27323964743826545,1198,0,
20956,774005,Czachów,131,51.8239,20.92089,PPL,2015-09-05,78,1406,140606,,Warszawa,6695624,0.41504797356513895,131,0,
45019,3101224,Czajków,1100,51.49197,18.32726,PPLA3,2010-10-16,86,3018,301801,,Łódź,3093133,0.2717232816721689,1100,0,
45015,3101220,Czaniec,5536,49.85071,19.25354,PPL,2010-09-06,83,2402,240208,,Kraków,3094802,0.41708054227368446,5536,0,
20929,773978,Czaplinek,323,51.94786,21.1377,PPL,2010-09-07,78,1418,141801,,Warszawa,6695624,0.5394406072735861,323,0,
44999,3101204,Czaplinek,6933,53.55775,16.23333,PPL,2010-09-07,87,3203,320301,,,,0.0,6933,0,
45000,3101205,Czaplinek,252,51.88804,19.50331,PPL,2010-09-07,74,1020,102009,,Łódź,3093133,0.6755433858554766,252,0,
44996,3101201,Czapury,1256,52.31719,16.91268,PPL,2010-09-28,86,3021,302110,,Poznań,3088171,0.699696229377368,1256,0,
44993,3101198,Czarków,1924,50.01833,18.90678,PPL,2010-10-20,83,2410,241005,,Kraków,3094802,0.3044465104020042,1924,0,
44988,3101193,Czarlin,806,54.05213,18.76156,PPL,2010-09-17,82,2214,221406,,,,0.0,806,0,
20908,773957,Czarna,700,52.36837,21.22627,PPL,2010-10-17,78,1434,143412,,Warszawa,6695624,0.6932192943642442,700,0,
20916,773965,Czarna,1600,50.10979,22.18165,PPLA3,2010-09-27,80,1810,181003,,,,0.0,1600,0,
20917,773966,Czarna,2474,50.06717,21.25614,PPLA3,2010-09-27,80,1803,180303,,Kraków,3094802,0.2667537022746496,2474,0,
20919,773968,Czarna,792,49.33116,22.65896,PPLA3,2010-11-28,80,1801,180103,,,,0.0,792,0,
20892,773941,Czarna Białostocka,9592,53.30509,23.28146,PPLA3,2011-07-31,81,2002,200202,,,,0.0,9592,0,
52624,7535732,Czarna Dąbrówka,1112,54.35631,17.56456,PPLA3,2010-09-24,82,2201,220103,,,,0.0,1112,0,
20886,773935,Czarna Góra,1506,49.37662,20.13047,PPL,2010-09-27,77,1217,121703,,Kraków,3094802,0.2867382804330728,1506,0,
44965,3101170,Czarna Woda,3227,53.84458,18.10006,PPL,2010-09-13,82,2213,221301,,,,0.0,3227,0,
44956,3101161,Czarne,6035,53.6842,16.93834,PPLA3,2010-09-14,82,2203,220302,,,,0.0,6035,0,
20854,773902,Czarnia,457,53.35614,21.1952,PPLA3,2010-09-18,78,1415,141502,,,,0.0,457,0,
44940,3101145,Czarnków,11562,52.90214,16.56413,PPLA3,2020-06-21,86,3002,300202,,Poznań,3088171,0.2789490917340963,11562,0,
20850,773898,Czarnochowice,1245,50.00471,20.0679,PPL,2010-10-29,77,1219,121905,,Kraków,3094802,0.7124217027502916,1245,0,
20845,773893,Czarnocin,509,53.21364,22.07737,PPL,2010-10-10,81,2007,200705,,,,0.0,509,0,
20846,773894,Czarnocin,181,52.90916,20.38573,PPL,2010-10-10,78,1413,141305,,Warszawa,6695624,0.29273502053273864,181,0,
20847,773895,Czarnocin,76,52.34876,21.70881,PPL,2010-10-10,78,1412,141206,,Warszawa,6695624,0.41063189711722786,76,0,
20848,773896,Czarnocin,297,51.5276,20.80999,PPL,2010-10-10,78,1401,140103,,Warszawa,6695624,0.3219745290237281,297,0,
44934,3101138,Czarnocin,265,54.03883,18.41712,PPL,2010-10-10,82,2213,221309,,,,0.0,265,0,
44935,3101139,Czarnocin,340,53.72048,14.55543,PPL,2010-10-10,87,3204,320407,,,,0.0,340,0,
52823,7576010,Czarnocin,170,50.44993,18.24034,PPL,2010-10-10,79,1611,161104,,,,0.0,170,0,
20849,773897,Czarnocin,410,50.3408,20.5162,PPLA3,2010-10-10,84,2603,260302,,Kraków,3094802,0.43459685697348804,410,0,
44932,3101136,Czarnocin,1300,51.59142,19.68158,PPLA3,2010-10-10,74,1010,101002,,Łódź,3093133,0.4828362066572176,1300,0,
44931,3101135,Czarnogłowy,977,53.76776,14.90922,PPL,2010-10-30,87,3204,320406,,,,0.0,977,0,
44924,3101128,Czarnowąsy,3108,50.72858,17.89819,PPL,2010-09-20,79,1609,160903,,Wrocław,3081368,0.3176613522281225,3108,0,
44916,3101120,Czarnożyły,1300,51.28533,18.56106,PPL,2010-09-06,74,1017,101702,,Łódź,3093133,0.2798798681523428,1300,0,
44913,3101117,Czarny Bór,4769,50.77083,16.1305,PPLA3,2015-09-04,72,0221,022104,,Wrocław,3081368,0.3190113904677174,4769,0,
44910,3101114,Czarny Dunajec,3594,49.43663,19.85161,PPLA3,2012-10-01,77,1211,121103,,Kraków,3094802,0.3245188809897289,3594,0,
20834,773882,Czarnów,600,52.05629,21.0977,PPL,2010-10-30,78,1418,141802,,Warszawa,6695624,0.6814475006801766,600,0,
44885,3101089,Czastary,1024,51.25869,18.31953,PPLA3,2010-10-15,74,1018,101802,,Wrocław,3081368,0.2668611924320562,1024,0,
20785,773833,Czaszyn,1433,49.44854,22.2165,PPL,2014-04-14,80,1817,181707,,,,0.0,1433,0,
20784,773832,Czchów,2256,49.83726,20.68056,PPLA3,2012-10-01,77,1202,120203,,Kraków,3094802,0.38732459864669944,2256,0,
44872,3101076,Czechowice-Dziedzice,34703,49.91342,19.00479,PPLA3,2011-07-31,83,2402,240204,,Kraków,3094802,0.3304535522716225,34703,0,
44853,3101057,Czeladź,34308,50.31542,19.07824,PPLA3,2011-07-31,83,2401,240102,,Kraków,3094802,0.33746012703852274,34308,0,
20760,773808,Czemierniki,3700,51.67298,22.63887,PPL,2010-09-04,75,0615,061503,,,,0.0,3700,0,
44849,3101053,Czempiń,5093,52.14404,16.76408,PPLA3,2011-07-31,86,3011,301102,,Poznań,3088171,0.32830602091611016,5093,0,
20754,773802,Czeremcha,2640,52.51667,23.35,PPLA3,2011-07-31,81,2005,200503,,,,0.0,2640,0,
20751,773799,Czerkasy,238,50.53034,23.70884,PPL,2010-10-14,75,0618,061806,,,,0.0,238,0,
20749,773797,Czermin,1557,50.33911,21.33356,PPL,2010-09-12,80,1811,181103,,,,0.0,1557,0,
20712,773760,Czermin,197,50.77012,21.79061,PPL,2010-10-16,84,2609,260902,,,,0.0,197,0,
44835,3101039,Czermin,200,51.33276,17.85768,PPL,2010-10-16,86,3008,300802,,Wrocław,3081368,0.26964975948587405,200,0,
44834,3101038,Czermin,789,51.95008,17.74957,PPLA3,2010-10-16,86,3020,302002,,Poznań,3088171,0.29683389498671825,789,0,
20746,773794,Czermno,850,51.10988,20.02687,PPL,2011-06-25,84,2605,260501,,Łódź,3093133,0.280746190607897,850,0,
44824,3101028,Czerna,367,51.53224,15.23701,PPL,2022-03-24,76,0810,081004,,,,0.0,367,0,
44815,3101019,Czernica,2100,50.08391,18.40068,PPL,2010-09-28,83,2412,241202,,,,0.0,2100,0,
44813,3101017,Czernica,1186,51.04609,17.2451,PPLA3,2010-10-19,72,0223,022301,,Wrocław,3081368,0.5876165498570108,1186,0,
20732,773780,Czernice Borowe,480,53.03197,20.71944,PPLA3,2010-09-19,78,1422,142203,,Warszawa,6695624,0.2760846691267884,480,0,
20731,773779,Czernichów,285,50.11871,20.22403,PPL,2010-09-10,77,1214,121401,,Kraków,3094802,0.5250849969848714,285,0,
44806,3101010,Czernichów,1021,49.75443,19.20947,PPL,2010-09-10,83,2417,241702,,Kraków,3094802,0.3661557665035917,1021,0,
44805,3101009,Czernichów,1707,49.9892,19.68115,PPLA3,2010-10-23,77,1206,120601,,Kraków,3094802,0.5498582656255624,1707,0,
44802,3101006,Czerniejewo,2612,52.4264,17.48925,PPLA3,2010-10-15,86,3003,300302,,Poznań,3088171,0.25908525807330507,2612,0,
44800,3101004,Czerniewice,1027,52.51157,19.08694,PPL,2022-10-24,73,0418,041805,,Łódź,3093133,0.2654173508878682,1027,0,
20717,773765,Czerniewice,730,51.65419,20.15553,PPLA3,2010-10-15,74,1016,101604,,Łódź,3093133,0.4216724404024597,730,0,
44790,3100994,Czernikowo,2752,52.94688,18.93803,PPLA3,2010-09-16,73,0415,041503,,,,0.0,2752,0,
20711,773759,Czersk,590,51.95876,21.23108,PPL,2015-09-05,78,1418,141801,,Warszawa,6695624,0.5320597979750114,590,0,
44780,3100984,Czersk,9390,53.79589,17.97647,PPL,2019-01-29,82,2202,220204,,,,0.0,9390,0,
44772,3100976,Czerwieńsk,4197,52.01289,15.42317,PPLA3,2010-10-16,76,0809,080903,,,,0.0,4197,0,
20705,773753,Czerwin,700,52.94905,21.75842,PPLA3,2010-09-18,78,1415,141503,,Warszawa,6695624,0.26938451581854217,700,0,
44770,3100974,Czerwionka-Leszczyny,28740,50.15007,18.67762,PPLA3,2010-09-20,83,2412,241201,,Kraków,3094802,0.28162104198992555,28740,0,
20703,773751,Czerwińsk Nad Wisłą,1200,52.39828,20.3096,PPLA3,2010-09-18,78,1420,142004,,Warszawa,6695624,0.36732983842759437,1200,0,
44767,3100971,Czerwonak,5432,52.46459,16.98169,PPLA3,2010-10-16,86,3021,302104,,Poznań,3088171,0.7711721798792537,5432,0,
20686,773734,Czerwonka,310,54.19634,23.0161,PPL,2010-09-18,81,2012,201208,,,,0.0,310,0,
20687,773735,Czerwonka,1090,53.91627,20.89685,PPL,2010-09-18,85,2814,281402,,,,0.0,1090,0,
20688,773736,Czerwonka,78,53.88461,22.23229,PPL,2010-09-18,85,2805,280505,,,,0.0,78,0,
20689,773737,Czerwonka,312,53.5763,23.21239,PPL,2010-09-18,81,2011,201109,,,,0.0,312,0,
