,geonameid,name,population,latitude,longitude,feature_code,modification_date,admin1_code,admin2_code,admin3_code,admin4_code,belongs_to_metrocity,belongs_to_metrocity_id,metrocity_impact,metrocity_population,is_metrocity,metrocity_radius
26820,3082915,Tychowo,458,54.3524,16.78514,PPL,2010-09-07,87,3213,321306,,,,0.0,458,0,
26822,3082917,Tychowo,373,53.3039,15.1165,PPL,2010-09-07,87,3214,321410,,,,0.0,373,0,
26821,3082916,Tychowo,2507,53.92774,16.25771,PPLA3,2011-01-08,87,3201,320104,,,,0.0,2507,0,
26819,3082914,Tychy,130000,50.13717,18.96641,PPLA3,2011-07-31,83,2477,247701,,Kraków,3094802,0.32469110258971895,130000,0,
26817,3082912,Tyczyn,207,51.51018,18.85202,PPL,2010-10-13,74,1014,101405,,Łódź,3093133,0.39939405951744367,207,0,
3539,756485,Tyczyn,3393,49.96384,22.03398,PPLA3,2010-10-13,80,1816,181614,,,,0.0,3393,0,
3538,756484,Tykocin,1907,53.20567,22.77457,PPLA3,2019-09-05,81,2002,200212,,,,0.0,1907,0,
3535,756481,Tylicz,2000,49.39598,21.02368,PPL,2015-09-05,77,1210,121007,,,,0.0,2000,0,
3528,756474,Tymbark,2700,49.72859,20.32539,PPL,2010-09-10,77,1207,120712,,Kraków,3094802,0.24918734481432747,2700,0,
26792,3082887,Tyniec Mały,1622,51.01948,16.91998,PPL,2010-09-30,72,0223,022305,,Wrocław,3081368,0.6715578747970534,1622,0,
3510,756456,Tyrawa Wołoska,900,49.57744,22.36988,PPLA3,2010-09-24,80,1817,181706,,,,0.0,900,0,
3492,756438,Tyszowce,2137,50.61699,23.69927,PPLA3,2010-10-14,75,0618,061812,,,,0.0,2137,0,
27269,3083365,Tłuchowo,1159,52.74715,19.46563,PPLA3,2010-09-15,73,0408,040808,,,,0.0,1159,0,
3973,756920,Tłuste,361,52.15034,20.61567,PPL,2010-10-12,78,1405,140504,,Warszawa,6695624,0.5611480695157499,361,0,
3972,756919,Tłuszcz,7482,52.43058,21.43561,PPLA3,2014-06-26,78,1434,143411,,Warszawa,6695624,0.5213974601934189,7482,0,
3487,756433,Ubieszyn,747,50.16447,22.57999,PPL,2015-09-05,80,1814,181408,,,,0.0,747,0,
3479,756425,Uchanie,650,50.90947,23.65159,PPL,2010-09-09,75,0604,060407,,,,0.0,650,0,
26778,3082872,Uchylsko,342,49.94592,18.37944,PPL,2010-09-14,83,2415,241506,,,,0.0,342,0,
26776,3082870,Uciechów,1017,50.75487,16.68175,PPL,2010-10-20,72,0202,020205,,Wrocław,3081368,0.3870943307672194,1017,0,
26772,3082866,Udanin,982,51.0374,16.45469,PPLA3,2010-10-19,72,0218,021805,,Wrocław,3081368,0.2550270891987665,982,0,
3460,756406,Uherce Mineralne,1400,49.46455,22.39829,PPL,2010-09-24,80,1821,182104,,,,0.0,1400,0,
26761,3082855,Ujazd,1638,50.38938,18.34929,PPLA3,2010-09-24,79,1611,161106,,,,0.0,1638,0,
26760,3082854,Ujazd,1700,51.59781,19.92225,PPLA3,2010-10-15,74,1016,101610,,Łódź,3093133,0.3395843435670495,1700,0,
3442,756388,Ujezna,857,50.06794,22.59012,PPL,2010-10-13,80,1814,181406,,,,0.0,857,0,
26743,3082837,Ujsoły,2392,49.4829,19.13801,PPL,2010-09-06,83,2417,241714,,Kraków,3094802,0.24891324835117234,2392,0,
26744,3082838,Ujście,3869,53.05339,16.73201,PPLA3,2020-06-21,86,3019,301907,,Poznań,3088171,0.3085838217089484,3869,0,
3434,756380,Ulan-Majorat,500,51.81026,22.49099,PPL,2010-09-04,75,0615,061507,,,,0.0,500,0,
3431,756377,Ulanów,1520,50.49031,22.26362,PPLA3,2010-10-11,80,1812,181207,,,,0.0,1520,0,
3405,756351,Ulhówek,1262,50.44969,23.79956,PPLA3,2010-10-14,75,0618,061813,,,,0.0,1262,0,
26707,3082801,Uniejów,2932,51.97428,18.79308,PPLA3,2010-10-16,74,1011,101104,,Łódź,3093133,0.39818576338002526,2932,0,
26691,3082785,Unisław,3490,53.21241,18.38622,PPL,2010-09-13,73,0404,040407,,,,0.0,3490,0,
26682,3082775,Uraz,886,51.24961,16.8514,PPL,2010-10-21,72,0220,022001,,Wrocław,3081368,0.498220780851785,886,0,
26681,3082774,Urbanice,166,51.24209,18.61196,PPL,2010-09-06,74,1017,101709,,Łódź,3093133,0.27698762770631874,166,0,
3374,756320,Ursus,47285,52.19517,20.88419,PPL,2018-01-16,78,1465,146501,146512_8,Warszawa,6695624,0.8024137157125305,47285,0,
48941,6545326,Ursynów,150668,52.15051,21.05041,PPL,2021-11-19,78,1465,146501,146513_8,Warszawa,6695624,0.8361378681734388,150668,0,
3370,756316,Urszulin,1003,51.3939,23.1948,PPL,2010-09-04,75,0619,061905,,,,0.0,1003,0,
3367,756313,Urzejowice,1800,50.01182,22.46189,PPL,2010-10-13,80,1814,181406,,,,0.0,1800,0,
3369,756315,Urzędów,898,50.99323,22.1426,PPLA3,2010-10-10,75,0607,060708,,,,0.0,898,0,
26663,3082756,Ustka,16250,54.58048,16.86194,PPLA3,2019-10-03,82,2212,221201,,,,0.0,16250,0,
26652,3082745,Ustronie Morskie,2081,54.21517,15.75568,PPL,2019-10-10,87,3208,320807,,,,0.0,2081,0,
26658,3082751,Ustroń,15637,49.72153,18.80198,PPLA3,2011-07-31,83,2403,240302,,Kraków,3094802,0.2843576729255686,15637,0,
3335,756280,Ustrzyki Dolne,9610,49.4304,22.59381,PPLA2,2010-09-24,80,1801,180108,,,,0.0,9610,0,
3408,756354,Ułęż,1677,51.59195,22.10741,PPLA3,2010-09-27,75,0616,061606,,,,0.0,1677,0,
3356,756302,Uście Gorlickie,1172,49.52192,21.13821,PPL,2010-09-11,77,1205,120510,,,,0.0,1172,0,
3353,756299,Uście Solne,871,50.11915,20.51439,PPL,2010-09-10,77,1202,120207,,Kraków,3094802,0.2860668859517666,871,0,
3350,756295,Uścimów Stary,346,51.46962,22.95516,PPLA3,2017-09-21,75,0608,060813,,,,0.0,346,0,
26629,3082722,Wadowice,19238,49.88335,19.49292,PPLA2,2019-09-05,77,1218,121809,,Kraków,3094802,0.32562284129820557,19238,0,
3301,756246,Wadowice Górne,1100,50.26312,21.30215,PPL,2010-09-12,80,1811,181110,,Kraków,3094802,0.2470289230735625,1100,0,
26625,3082718,Waganiec,1300,52.8012,18.87589,PPL,2010-09-14,73,0401,040108,,,,0.0,1300,0,
3282,756227,Waksmund,2340,49.48207,20.07563,PPL,2010-10-30,77,1211,121109,,Kraków,3094802,0.34924848328652597,2340,0,
26612,3082705,Walce,2100,50.37322,18.00427,PPLA3,2010-09-25,79,1605,160504,,,,0.0,2100,0,
26587,3082680,Walichnowy,1100,51.29579,18.38073,PPL,2010-10-16,74,1018,101806,,Łódź,3093133,0.2507837900470922,1100,0,
3257,756202,Walim,226,52.22223,22.95147,PPL,2010-09-12,78,1410,141006,,,,0.0,226,0,
26585,3082678,Walim,2763,50.69749,16.44482,PPL,2015-09-02,72,0221,022108,,Wrocław,3081368,0.28168540621316696,2763,0,
26542,3082635,Wapno,1700,52.90804,17.47504,PPLA3,2010-09-28,86,3028,302806,,Poznań,3088171,0.34176636572700625,1700,0,
26534,3082627,Warcino,450,54.22239,16.85715,PPL,2010-09-08,82,2212,221205,,,,0.0,450,0,
3207,756151,Warka,11048,51.7843,21.19091,PPLA3,2010-11-28,78,1406,140611,,Warszawa,6695624,0.37985237323704896,11048,0,
26518,3082611,Warlubie,2043,53.58751,18.63444,PPL,2010-09-13,73,0414,041411,,,,0.0,2043,0,
26515,3082608,Warnice,366,52.85296,14.6719,PPL,2010-09-21,87,3210,321003,,,,0.0,366,0,
26514,3082607,Warnice,695,53.25376,14.99402,PPLA3,2010-09-21,87,3212,321206,,,,0.0,695,0,
26494,3082587,Warta,3400,51.71049,18.62483,PPLA3,2010-10-16,74,1014,101409,,Łódź,3093133,0.3523171958393729,3400,0,
26492,3082585,Warta Bolesławiecka,770,51.23151,15.66771,PPL,2010-09-09,72,0201,020106,,Wrocław,3081368,0.2483939704961873,770,0,
26488,3082581,Wartkowice,691,51.97626,19.0018,PPLA3,2010-10-16,74,1011,101105,,Łódź,3093133,0.30808438656886944,691,0,
3176,756120,Wasilków,9440,53.19909,23.20776,PPLA3,2011-07-31,81,2002,200213,,,,0.0,9440,0,
3148,756092,Wawer,77205,52.19656,21.17752,PPL,2021-11-19,78,1465,146501,146514_8,Warszawa,6695624,0.8245697465043292,77205,0,
3140,756084,Wawrzeńczyce,3000,50.11012,20.31612,PPL,2010-09-10,77,1206,120602,,Kraków,3094802,0.43672672497030846,3000,0,
26442,3082535,Wawrzeńczyce,244,50.99501,16.64918,PPL,2010-09-10,72,0223,022306,,Wrocław,3081368,0.3771018276069246,244,0,
52347,7534593,Wawrzeńczyce,270,50.93028,21.10528,PPL,2010-09-10,84,2611,261104,,,,0.0,270,0,
26614,3082707,Wałbrzych,127431,50.77141,16.28432,PPLA3,2019-09-05,72,0265,026501,,Wrocław,3081368,0.26425358479215905,127431,0,
26611,3082704,Wałcz,25971,53.27787,16.47122,PPLA3,2019-09-05,87,3217,321701,,,,0.0,25971,0,
26603,3082696,Wałdowo,249,54.05974,17.15961,PPL,2010-09-08,82,2201,220106,,,,0.0,249,0,
3165,756109,Waśniów,460,50.89914,21.22301,PPLA3,2010-10-16,84,2607,260706,,,,0.0,460,0,
26381,3082473,Wejherowo,46820,54.60568,18.23559,PPLA2,2010-10-21,82,2215,221503,,,,0.0,46820,0,
3085,756028,Werbkowice,3030,50.75373,23.76411,PPL,2010-09-09,75,0604,060408,,,,0.0,3030,0,
3067,756010,Wesoła,2048,49.79977,22.10029,PPL,2010-10-19,80,1802,180206,,,,0.0,2048,0,
3061,756004,Wesoła,20000,52.25451,21.22407,PPL,2018-01-16,78,1465,146501,146515_8,Warszawa,6695624,0.7882896106003174,20000,0,
26310,3082401,Wicie,47,54.50733,16.47366,PPL,2010-09-07,87,3213,321303,,,,0.0,47,0,
26306,3082397,Wicko,690,54.6708,17.61761,PPL,2010-09-12,82,2208,220805,,,,0.0,690,0,
3005,755947,Widaczów,330,49.90547,22.30774,PPL,2010-10-13,80,1814,181404,,,,0.0,330,0,
26299,3082390,Widawa,1300,51.43855,18.94421,PPLA3,2010-10-15,74,1003,100304,,Łódź,3093133,0.3979490354620804,1300,0,
2991,755933,Widuchowa,658,50.49022,20.79695,PPL,2010-10-16,84,2601,260101,,Kraków,3094802,0.2861800504834311,658,0,
26286,3082376,Widuchowa,1300,53.12693,14.39074,PPLA3,2010-10-16,87,3206,320609,,,,0.0,1300,0,
2977,755919,Wieczfnia Kościelna,337,53.19534,20.47637,PPLA3,2010-09-18,78,1413,141309,,,,0.0,337,0,
2965,755907,Wielbark,2943,53.39858,20.94629,PPL,2010-09-09,85,2817,281708,,,,0.0,2943,0,
26237,3082327,Wielbark,103,53.99697,19.00515,PPL,2010-09-09,82,2209,220901,,,,0.0,103,0,
26229,3082319,Wieleń,6067,52.89461,16.17136,PPLA3,2020-04-22,86,3002,300208,,Poznań,3088171,0.3014657088122921,6067,0,
2960,755902,Wielgie,628,51.24193,21.49552,PPL,2010-09-15,78,1409,140902,,,,0.0,628,0,
26219,3082309,Wielgie,532,53.00239,19.10102,PPL,2010-09-15,73,0405,040506,,,,0.0,532,0,
26221,3082311,Wielgie,461,51.33689,18.71384,PPL,2010-09-15,74,1017,101706,,Łódź,3093133,0.2823926769765734,461,0,
26220,3082310,Wielgie,1081,52.74076,19.2635,PPLA3,2010-09-15,73,0408,040809,,,,0.0,1081,0,
2951,755893,Wielgolas,150,52.68908,21.23151,PPL,2010-10-15,78,1424,142402,,Warszawa,6695624,0.37375942687195485,150,0,
2953,755895,Wielgolas,791,52.0318,21.73242,PPL,2010-10-15,78,1412,141210,,Warszawa,6695624,0.37207039147296633,791,0,
2954,755896,Wielgolas,103,51.82644,22.11479,PPL,2010-10-15,75,0611,061104,,Warszawa,6695624,0.29566672785250536,103,0,
26213,3082303,Wielgomłyny,850,51.01294,19.76406,PPL,2010-09-06,74,1012,101213,,Łódź,3093133,0.26503663621760215,850,0,
26209,3082299,Wielichowo,1736,52.11573,16.3518,PPLA3,2020-04-22,86,3005,300505,,Poznań,3088171,0.34022505943669296,1736,0,
2947,755889,Wieliczka,18677,49.98738,20.06473,PPLA2,2010-09-16,77,1219,121905,,Kraków,3094802,0.6911568602878682,18677,0,
2946,755888,Wieliczki,730,53.98466,22.56171,PPL,2010-09-09,85,2813,281306,,,,0.0,730,0,
2944,755886,Wieliszew,3373,52.4513,20.96827,PPLA3,2010-09-17,78,1408,140805,,Warszawa,6695624,0.6290590581994944,3373,0,
26197,3082287,Wielka Nieszawka,460,52.99619,18.50973,PPLA3,2010-09-16,73,0415,041508,,,,0.0,460,0,
2940,755882,Wielka Wieś,650,51.18881,20.59155,PPL,2010-09-10,84,2605,260508,,,,0.0,650,0,
2941,755883,Wielka Wieś,1425,51.07107,20.96655,PPL,2010-09-10,84,2611,261105,,,,0.0,1425,0,
2942,755884,Wielka Wieś,270,50.44603,20.1545,PPL,2010-09-10,77,1208,120804,,Kraków,3094802,0.25549225163084666,270,0,
2943,755885,Wielka Wieś,1311,49.93631,20.82304,PPL,2010-09-10,77,1216,121613,,Kraków,3094802,0.3510630724755417,1311,0,
26188,3082278,Wielka Wieś,441,54.56908,17.3608,PPL,2010-09-10,82,2212,221204,,,,0.0,441,0,
26189,3082279,Wielka Wieś,445,52.36386,16.50859,PPL,2010-09-10,86,3021,302103,,Poznań,3088171,0.35678098141854436,445,0,
26190,3082280,Wielka Wieś,250,51.68325,18.95279,PPL,2010-09-10,74,1019,101902,,Łódź,3093133,0.3316639919624574,250,0,
26192,3082282,Wielka Wieś,1127,50.15694,19.84363,PPL,2010-09-10,77,1206,120615,,Kraków,3094802,0.6868978254596912,1127,0,
26196,3082286,Wielkanoc,261,50.33943,19.91632,PPL,2015-09-05,77,1208,120802,,Kraków,3094802,0.395196557926449,261,0,
46041,3102254,Wielki Buczek,616,51.13391,17.96574,PPL,2010-10-16,86,3008,300806,,Wrocław,3081368,0.257518859240174,616,0,
46042,3102255,Wielki Buczek,305,53.43787,17.28639,PPL,2010-10-16,86,3031,303104,,,,0.0,305,0,
26149,3082238,Wielki Głęboczek,348,53.32616,19.54519,PPL,2010-10-20,73,0402,040204,,,,0.0,348,0,
40807,3096986,Wielki Kack,10012,54.46754,18.4881,PPL,2012-12-04,82,2262,226201,,,,0.0,10012,0,
2931,755873,Wielkie Oczy,880,50.02357,23.16407,PPLA3,2010-09-28,80,1809,180908,,,,0.0,880,0,
26154,3082243,Wielkie Walichnowy,554,53.91678,18.85245,PPL,2010-09-17,82,2214,221402,,,,0.0,554,0,
2913,755855,Wielopole Skrzyńskie,3982,49.94564,21.61491,PPLA3,2022-12-24,80,1815,181505,,,,0.0,3982,0,
26117,3082206,Wielowieś,1811,50.50966,18.61608,PPL,2010-09-06,83,2405,240508,,,,0.0,1811,0,
26108,3082197,Wieluń,21892,51.22097,18.56964,PPL,2021-11-19,74,1017,101709,,Łódź,3093133,0.26152979213958444,21892,0,
2906,755848,Wieniawa,687,51.36171,20.79489,PPLA3,2010-09-19,78,1423,142308,,Warszawa,6695624,0.24860087175707954,687,0,
26104,3082193,Wieprz,3535,49.64746,19.18007,PPL,2010-09-06,83,2417,241710,,Kraków,3094802,0.31730602772398203,3535,0,
26103,3082192,Wieprz,5002,49.89093,19.35688,PPL,2010-09-09,77,1218,121810,,Kraków,3094802,0.25473988050287805,5002,0,
26088,3082177,Wieruszów,132,50.78423,16.52009,PPL,2010-10-16,72,0219,021907,,Wrocław,3081368,0.35137357565319005,132,0,
26087,3082176,Wieruszów,8692,51.29488,18.15547,PPLA2,2010-10-16,74,1018,101807,,Wrocław,3081368,0.28130803021232026,8692,0,
2881,755823,Wierzawice,3408,50.23623,22.4509,PPL,2010-10-13,80,1808,180804,,,,0.0,3408,0,
2867,755809,Wierzbica,310,51.26299,23.32226,PPL,2010-09-09,75,0603,060312,,,,0.0,310,0,
2869,755811,Wierzbica,650,51.02493,22.10887,PPL,2010-09-09,75,0607,060708,,,,0.0,650,0,
26084,3082173,Wierzbica,365,50.48897,19.76861,PPL,2010-09-09,83,2416,241607,,Kraków,3094802,0.4534110811256397,365,0,
2868,755810,Wierzbica,3956,51.2494,21.08259,PPLA3,2010-10-16,78,1425,142511,,,,0.0,3956,0,
26064,3082153,Wierzbinek,380,52.44026,18.51085,PPLA3,2010-10-15,86,3010,301013,,,,0.0,380,0,
2855,755797,Wierzbna,1201,50.03311,22.60128,PPL,2010-10-13,80,1804,180406,,,,0.0,1201,0,
2853,755795,Wierzbno,421,50.15348,20.23476,PPL,2010-09-18,77,1214,121401,,Kraków,3094802,0.4926324150938859,421,0,
26051,3082139,Wierzbno,386,53.23301,14.91454,PPL,2010-09-18,87,3212,321206,,,,0.0,386,0,
26053,3082141,Wierzbno,112,52.27099,17.88952,PPL,2010-09-18,86,3023,302306,,Poznań,3088171,0.3408676722896747,112,0,
26055,3082143,Wierzbno,554,51.63789,17.66782,PPL,2010-09-18,86,3017,301703,,Wrocław,3081368,0.31313948237844147,554,0,
26056,3082144,Wierzbno,1047,50.93674,17.17961,PPL,2010-09-18,72,0215,021502,,Wrocław,3081368,0.4995555148350881,1047,0,
26057,3082145,Wierzbno,361,50.43067,17.19781,PPL,2010-09-18,79,1607,160706,,Wrocław,3081368,0.3080830115008811,361,0,
26052,3082140,Wierzbno,384,52.56748,15.80143,PPL,2020-04-22,76,0803,080303,,Poznań,3088171,0.28309895248975453,384,0,
2850,755792,Wierzbno,358,52.31008,21.85902,PPLA3,2010-09-18,78,1433,143309,,Warszawa,6695624,0.34546861280713675,358,0,
2846,755788,Wierzbówka,270,51.66329,22.89877,PPL,2010-10-16,75,0613,061304,,,,0.0,270,0,
26042,3082130,Wierzchlas,2000,51.20457,18.66543,PPL,2010-09-06,74,1017,101710,,Łódź,3093133,0.27491059685135666,2000,0,
26031,3082119,Wierzchosławice,1400,52.86923,18.35609,PPL,2010-09-17,73,0407,040703,,,,0.0,1400,0,
26032,3082120,Wierzchosławice,870,50.89129,16.09197,PPL,2010-09-17,72,0205,020502,,Wrocław,3081368,0.33559661503015736,870,0,
2833,755775,Wierzchosławice,3000,50.02478,20.85677,PPLA3,2010-09-17,77,1216,121611,,Kraków,3094802,0.34562676678674503,3000,0,
26026,3082114,Wierzchowisko,777,50.37514,19.81522,PPL,2010-10-21,77,1212,121207,,Kraków,3094802,0.3402515383787401,777,0,
26022,3082110,Wierzchowo,1541,53.46013,16.09961,PPL,2010-09-28,87,3203,320305,,,,0.0,1541,0,
26013,3082101,Wierzchucino,1536,54.78797,18.00307,PPL,2010-10-21,82,2211,221106,,,,0.0,1536,0,
25973,3082061,Wieszowa,1860,50.38444,18.75924,PPL,2010-09-06,83,2413,241309,,Kraków,3094802,0.2784390972646911,1860,0,
2812,755754,Wietrzychowice,658,50.19097,20.76502,PPLA3,2010-09-17,77,1216,121612,,Kraków,3094802,0.3749674712166375,658,0,
25957,3082044,Wijewo,1200,51.91627,16.18552,PPLA3,2010-10-16,86,3013,301306,,Poznań,3088171,0.3016116339219238,1200,0,
2790,755732,Wilamowice,186,52.60513,20.28488,PPL,2010-09-09,78,1420,142005,,Warszawa,6695624,0.28837975181519415,186,0,
25938,3082025,Wilamowice,2813,49.91701,19.15237,PPL,2010-09-09,83,2402,240209,,Kraków,3094802,0.3902134156009203,2813,0,
52301,7534526,Wilamowice,457,49.79083,18.76194,PPL,2010-09-09,83,2403,240310,,Kraków,3094802,0.28567092776740755,457,0,
25936,3082023,Wilamowice Nyskie,224,50.36671,17.35102,PPL,2010-09-09,79,1607,160701,,Wrocław,3081368,0.26669782245664136,224,0,
2784,755726,Wilanów,14032,52.16311,21.08748,PPL,2018-01-16,78,1465,146501,146516_8,Warszawa,6695624,0.849527389814787,14032,0,
25929,3082016,Wilcza,2063,50.18899,18.59668,PPL,2010-09-06,83,2405,240504,,Kraków,3094802,0.25801044166571724,2063,0,
25904,3081991,Wilczkowice,333,49.98655,19.19415,PPL,2010-10-23,77,1213,121302,,Kraków,3094802,0.4204854355602801,333,0,
25925,3082012,Wilczogóra,1198,52.47348,18.16744,PPL,2010-10-15,86,3010,301014,,Poznań,3088171,0.25814198657134524,1198,0,
2773,755715,Wilczowola,262,51.42659,21.61148,PPL,2010-09-06,78,1436,143602,,Warszawa,6695624,0.2505096917175477,262,0,
2756,755698,Wilczyce,527,49.66713,20.20111,PPL,2010-09-27,77,1207,120703,,Kraków,3094802,0.46263237859812917,527,0,
52782,7535972,Wilczyce,2000,51.12944,17.15472,PPL,2010-09-27,72,0223,022302,,Wrocław,3081368,0.7389395978645631,2000,0,
2755,755697,Wilczyce,830,50.74694,21.65783,PPLA3,2010-09-27,84,2609,260908,,,,0.0,830,0,
25888,3081973,Wilczyn,1200,52.48816,18.16126,PPLA3,2010-10-15,86,3010,301014,,Poznań,3088171,0.2592701796237434,1200,0,
25910,3081997,Wilczęta,430,54.16877,19.88268,PPL,2010-09-05,85,2802,280207,,,,0.0,430,0,
2750,755692,Wilga,1000,51.85211,21.37751,PPLA3,2010-09-17,78,1403,140313,,Warszawa,6695624,0.4003521968980462,1000,0,
25855,3081940,Wilkowice,1589,51.88513,16.53417,PPL,2010-09-06,86,3013,301302,,Poznań,3088171,0.2581865669576206,1589,0,
25857,3081942,Wilkowice,6496,49.76282,19.08973,PPL,2010-09-06,83,2402,240210,,Kraków,3094802,0.32772042767909104,6496,0,
25853,3081938,Wilkowisko,56,51.57223,15.22333,PPL,2022-03-24,76,0810,081004,,,,0.0,56,0,
25852,3081937,Wilkowo,1000,52.2546,15.46755,PPL,2010-10-21,76,0808,080805,,,,0.0,1000,0,
2733,755675,Wilkołaz,2493,51.01473,22.35014,PPLA3,2010-10-10,75,0607,060709,,,,0.0,2493,0,
25862,3081947,Wilków,2000,51.09212,15.92824,PPL,2010-09-25,72,0226,022606,,Wrocław,3081368,0.2992754450098385,2000,0,
25861,3081946,Wilków,900,51.10158,17.66284,PPLA3,2010-09-25,79,1606,160605,,Wrocław,3081368,0.40062150342302677,900,0,
2728,755670,Wilków,208,51.26224,21.87756,PPLA3,2010-10-16,75,0612,061207,,,,0.0,208,0,
25842,3081927,Wilków Wielki,504,50.75345,16.84899,PPL,2010-09-25,72,0202,020207,,Wrocław,3081368,0.2583056186814694,504,0,
25815,3081900,Winnica,92,52.68533,19.50966,PPL,2010-09-19,78,1419,141903,,,,0.0,92,0,
25816,3081901,Winnica,341,51.11759,16.08381,PPL,2010-09-19,72,0209,020903,,Wrocław,3081368,0.25155633318431153,341,0,
52335,7534579,Winnica,111,50.42432,21.30884,PPL,2010-09-19,84,2612,261205,,,,0.0,111,0,
2667,755609,Winnica,560,52.64306,20.94114,PPLA3,2010-09-19,78,1424,142406,,Warszawa,6695624,0.42036791553229974,560,0,
25793,3081878,Wisełka,518,53.96543,14.5695,PPL,2010-09-07,87,3207,320706,,,,0.0,518,0,
2652,755594,Wiskitki,1420,52.08831,20.38708,PPL,2010-09-28,78,1438,143805,,Warszawa,6695624,0.40679848084989556,1420,0,
52453,7534786,Wisznia Mała,504,51.24752,17.04477,PPL,2010-09-12,72,0220,022004,,Wrocław,3081368,0.5787039170516203,504,0,
2611,755551,Wisznice,1559,51.78924,23.20836,PPL,2010-09-04,75,0601,060118,,,,0.0,1559,0,
25789,3081874,Wisła,11379,49.65629,18.8591,PPLA3,2019-10-10,83,2403,240303,,Kraków,3094802,0.28523638855223515,11379,0,
25759,3081844,Witanowice,1162,49.91796,19.52579,PPL,2010-10-23,77,1218,121808,,Kraków,3094802,0.3669175699496451,1162,0,
25754,3081839,Witaszyce,3967,51.94151,17.56182,PPL,2010-09-23,86,3006,300602,,Poznań,3088171,0.33857804665486757,3967,0,
25748,3081832,Witkowice,2136,49.90746,19.27963,PPL,2010-10-17,77,1213,121304,,Kraków,3094802,0.44631646056517565,2136,0,
2592,755532,Witkowo,150,52.75567,20.11528,PPL,2010-10-15,78,1420,142010,,Warszawa,6695624,0.2999420928057987,150,0,
25739,3081823,Witkowo,210,53.52914,17.42492,PPL,2010-10-15,73,0413,041301,,,,0.0,210,0,
25741,3081825,Witkowo,514,52.76024,19.1793,PPL,2010-10-15,73,0408,040809,,,,0.0,514,0,
25738,3081822,Witkowo,40,54.61821,17.23901,PPL,2015-09-08,82,2212,221209,,,,0.0,40,0,
25742,3081826,Witkowo,7825,52.43964,17.77264,PPLA3,2021-08-30,86,3003,300310,,Poznań,3088171,0.2977472753501731,7825,0,
52843,7576188,Witkowo Drugie,493,53.28236,15.0753,PPL,2010-10-15,87,3214,321410,,,,0.0,493,0,
25740,3081824,Witkowo Pierwsze,463,53.29918,15.0432,PPL,2010-10-15,87,3214,321410,,,,0.0,463,0,
25733,3081817,Witnica,883,52.87052,14.47438,PPL,2010-10-16,87,3206,320606,,,,0.0,883,0,
25735,3081819,Witnica,130,52.11025,18.05011,PPL,2010-10-16,86,3010,301008,,Poznań,3088171,0.2629004225511141,130,0,
25734,3081818,Witnica,6821,52.67318,14.89765,PPLA3,2010-10-16,76,0801,080107,,,,0.0,6821,0,
25724,3081808,Witonia,1130,52.14655,19.30049,PPLA3,2010-10-16,74,1004,100408,,Łódź,3093133,0.2752864712673762,1130,0,
2562,755502,Wizna,1300,53.19518,22.38241,PPL,2010-09-10,81,2007,200708,,,,0.0,1300,0,
25809,3081894,Wiórek,735,52.30439,16.90796,PPL,2015-09-05,86,3021,302110,,Poznań,3088171,0.6644980154044658,735,0,
3022,755964,Wiązowna,980,52.17056,21.2915,PPL,2010-09-28,78,1417,141708,,Warszawa,6695624,0.7051374974933292,980,0,
3021,755963,Wiązownica,1700,50.08066,22.70668,PPL,2010-09-28,80,1804,180411,,,,0.0,1700,0,
26320,3082411,Wiązów,2340,50.81399,17.20214,PPL,2010-09-12,72,0217,021705,,Wrocław,3081368,0.3230234999776364,2340,0,
26274,3082364,Więcbork,5953,53.35384,17.49064,PPLA3,2019-01-29,73,0413,041304,,,,0.0,5953,0,
26259,3082349,Więckowice,592,50.13725,19.76389,PPL,2010-10-21,77,1206,120616,,Kraków,3094802,0.6390380748792099,592,0,
26243,3082333,Większyce,1055,50.33659,18.10221,PPL,2019-02-17,79,1603,160306,,,,0.0,1055,0,
25810,3081895,Wińsko,1800,51.47032,16.6139,PPL,2010-09-12,72,0222,022202,,Wrocław,3081368,0.3498872962434683,1800,0,
25779,3081864,Wiślica,684,49.8211,18.78302,PPL,2010-09-08,83,2403,240310,,Kraków,3094802,0.2960283035175864,684,0,
2651,755593,Wiślica,680,50.34891,20.67438,PPLA3,2010-10-12,84,2601,260108,,Kraków,3094802,0.3708433895527797,680,0,
25777,3081862,Wiślinka,939,54.33554,18.79623,PPL,2010-10-21,82,2204,220404,,,,0.0,939,0,
2639,755581,Wiśniew,505,52.25802,21.72461,PPL,2010-09-19,78,1412,141208,,Warszawa,6695624,0.41474536871506607,505,0,
2640,755582,Wiśniew,870,52.07265,22.29392,PPLA3,2010-09-19,78,1426,142611,,Warszawa,6695624,0.29166070239970343,870,0,
52572,7535570,Wiśniewo,473,53.06474,20.34805,PPLA3,2010-09-18,78,1413,141310,,,,0.0,473,0,
2627,755568,Wiśniowa,600,50.59321,21.25151,PPL,2010-09-10,84,2612,261207,,,,0.0,600,0,
2630,755572,Wiśniowa,1900,49.7878,20.11502,PPL,2010-09-10,77,1209,120909,,Kraków,3094802,0.3715894480806039,1900,0,
52341,7534586,Wiśniowa,548,50.80664,21.08894,PPL,2010-09-10,84,2604,260407,,,,0.0,548,0,
2628,755569,Wiśniowa,870,49.99789,21.75431,PPL,2018-10-03,80,1815,181501,,,,0.0,870,0,
